"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Mean Sale Price","2016 January","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","279586"
"Mean Sale Price","2016 January","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","182611"
"Mean Sale Price","2016 January","New","All","Filings","All Buyer Types","Euro","282480"
"Mean Sale Price","2016 January","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","257844"
"Mean Sale Price","2016 January","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","318717"
"Mean Sale Price","2016 January","New","All","Filings","Household Buyer - Non-Occupier","Euro","223325"
"Mean Sale Price","2016 January","New","All","Executions","All Buyer Types","Euro","299302"
"Mean Sale Price","2016 January","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","244975"
"Mean Sale Price","2016 January","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","360436"
"Mean Sale Price","2016 January","New","All","Executions","Household Buyer - Non-Occupier","Euro","223325"
"Mean Sale Price","2016 January","Existing","All","Filings","All Buyer Types","Euro","224103"
"Mean Sale Price","2016 January","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","210820"
"Mean Sale Price","2016 January","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","257786"
"Mean Sale Price","2016 January","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","165859"
"Mean Sale Price","2016 January","Existing","All","Executions","All Buyer Types","Euro","236865"
"Mean Sale Price","2016 January","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","217104"
"Mean Sale Price","2016 January","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","270826"
"Mean Sale Price","2016 January","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","180236"
"Mean Sale Price","2016 February","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","229299"
"Mean Sale Price","2016 February","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","210810"
"Mean Sale Price","2016 February","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","273335"
"Mean Sale Price","2016 February","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","160853"
"Mean Sale Price","2016 February","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","230754"
"Mean Sale Price","2016 February","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","218020"
"Mean Sale Price","2016 February","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","273417"
"Mean Sale Price","2016 February","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","158630"
"Mean Sale Price","2016 February","New","All","Filings","All Buyer Types","Euro","291620"
"Mean Sale Price","2016 February","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","254796"
"Mean Sale Price","2016 February","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","350045"
"Mean Sale Price","2016 February","New","All","Filings","Household Buyer - Non-Occupier","Euro","192856"
"Mean Sale Price","2016 February","New","All","Executions","All Buyer Types","Euro","290666"
"Mean Sale Price","2016 February","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","273457"
"Mean Sale Price","2016 February","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","322188"
"Mean Sale Price","2016 February","New","All","Executions","Household Buyer - Non-Occupier","Euro","232004"
"Mean Sale Price","2016 February","Existing","All","Filings","All Buyer Types","Euro","221062"
"Mean Sale Price","2016 February","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","201796"
"Mean Sale Price","2016 February","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","263493"
"Mean Sale Price","2016 February","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","158467"
"Mean Sale Price","2016 February","Existing","All","Executions","All Buyer Types","Euro","222973"
"Mean Sale Price","2016 February","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","205731"
"Mean Sale Price","2016 February","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","267551"
"Mean Sale Price","2016 February","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","154030"
"Mean Sale Price","2016 March","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","230822"
"Mean Sale Price","2016 March","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","222895"
"Mean Sale Price","2016 March","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","265580"
"Mean Sale Price","2016 March","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","165293"
"Mean Sale Price","2016 March","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","236536"
"Mean Sale Price","2016 March","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","228708"
"Mean Sale Price","2016 March","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","269484"
"Mean Sale Price","2016 March","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","171615"
"Mean Sale Price","2016 March","New","All","Filings","All Buyer Types","Euro","308027"
"Mean Sale Price","2016 March","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","270462"
"Mean Sale Price","2016 March","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","366241"
"Mean Sale Price","2016 March","New","All","Filings","Household Buyer - Non-Occupier","Euro","235948"
"Mean Sale Price","2016 March","New","All","Executions","All Buyer Types","Euro","315803"
"Mean Sale Price","2016 March","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","284024"
"Mean Sale Price","2016 March","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","364166"
"Mean Sale Price","2016 March","New","All","Executions","Household Buyer - Non-Occupier","Euro","219253"
"Mean Sale Price","2016 March","Existing","All","Filings","All Buyer Types","Euro","220678"
"Mean Sale Price","2016 March","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","212834"
"Mean Sale Price","2016 March","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","253974"
"Mean Sale Price","2016 March","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","158982"
"Mean Sale Price","2016 March","Existing","All","Executions","All Buyer Types","Euro","225018"
"Mean Sale Price","2016 March","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","217828"
"Mean Sale Price","2016 March","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","255602"
"Mean Sale Price","2016 March","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","167336"
"Mean Sale Price","2016 April","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","241517"
"Mean Sale Price","2016 April","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","215897"
"Mean Sale Price","2016 April","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","276506"
"Mean Sale Price","2016 April","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","189641"
"Mean Sale Price","2016 April","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","239214"
"Mean Sale Price","2016 April","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","217555"
"Mean Sale Price","2016 April","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","278724"
"Mean Sale Price","2016 April","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","178857"
"Mean Sale Price","2016 April","New","All","Filings","All Buyer Types","Euro","305225"
"Mean Sale Price","2016 April","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","262392"
"Mean Sale Price","2016 April","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","356258"
"Mean Sale Price","2016 April","New","All","Filings","Household Buyer - Non-Occupier","Euro","231494"
"Mean Sale Price","2016 April","New","All","Executions","All Buyer Types","Euro","304017"
"Mean Sale Price","2016 April","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","258330"
"Mean Sale Price","2016 April","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","358935"
"Mean Sale Price","2016 April","New","All","Executions","Household Buyer - Non-Occupier","Euro","209808"
"Mean Sale Price","2016 April","Existing","All","Filings","All Buyer Types","Euro","230715"
"Mean Sale Price","2016 April","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","204159"
"Mean Sale Price","2016 April","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","263512"
"Mean Sale Price","2016 April","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","185600"
"Mean Sale Price","2016 April","Existing","All","Executions","All Buyer Types","Euro","228998"
"Mean Sale Price","2016 April","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","207897"
"Mean Sale Price","2016 April","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","265799"
"Mean Sale Price","2016 April","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","176433"
"Mean Sale Price","2016 May","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","237980"
"Mean Sale Price","2016 May","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","229381"
"Mean Sale Price","2016 May","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","278798"
"Mean Sale Price","2016 May","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","162274"
"Mean Sale Price","2016 May","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","243964"
"Mean Sale Price","2016 May","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","233953"
"Mean Sale Price","2016 May","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","285649"
"Mean Sale Price","2016 May","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","160969"
"Mean Sale Price","2016 May","New","All","Filings","All Buyer Types","Euro","308067"
"Mean Sale Price","2016 May","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","296739"
"Mean Sale Price","2016 May","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","347085"
"Mean Sale Price","2016 May","New","All","Filings","Household Buyer - Non-Occupier","Euro","168030"
"Mean Sale Price","2016 May","New","All","Executions","All Buyer Types","Euro","312570"
"Mean Sale Price","2016 May","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","301010"
"Mean Sale Price","2016 May","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","345188"
"Mean Sale Price","2016 May","New","All","Executions","Household Buyer - Non-Occupier","Euro","195024"
"Mean Sale Price","2016 May","Existing","All","Filings","All Buyer Types","Euro","226863"
"Mean Sale Price","2016 May","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","213789"
"Mean Sale Price","2016 May","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","267305"
"Mean Sale Price","2016 May","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","161859"
"Mean Sale Price","2016 May","Existing","All","Executions","All Buyer Types","Euro","232432"
"Mean Sale Price","2016 May","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","216722"
"Mean Sale Price","2016 May","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","275543"
"Mean Sale Price","2016 May","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","158506"
"Mean Sale Price","2016 June","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","240298"
"Mean Sale Price","2016 June","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","231037"
"Mean Sale Price","2016 June","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","278614"
"Mean Sale Price","2016 June","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","164769"
"Mean Sale Price","2016 June","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","243117"
"Mean Sale Price","2016 June","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","229573"
"Mean Sale Price","2016 June","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","278882"
"Mean Sale Price","2016 June","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","176568"
"Mean Sale Price","2016 June","New","All","Filings","All Buyer Types","Euro","291320"
"Mean Sale Price","2016 June","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","259239"
"Mean Sale Price","2016 June","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","333863"
"Mean Sale Price","2016 June","New","All","Filings","Household Buyer - Non-Occupier","Euro","242456"
"Mean Sale Price","2016 June","New","All","Executions","All Buyer Types","Euro","297001"
"Mean Sale Price","2016 June","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","270441"
"Mean Sale Price","2016 June","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","331198"
"Mean Sale Price","2016 June","New","All","Executions","Household Buyer - Non-Occupier","Euro","240667"
"Mean Sale Price","2016 June","Existing","All","Filings","All Buyer Types","Euro","231418"
"Mean Sale Price","2016 June","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","223517"
"Mean Sale Price","2016 June","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","269893"
"Mean Sale Price","2016 June","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","156328"
"Mean Sale Price","2016 June","Existing","All","Executions","All Buyer Types","Euro","234133"
"Mean Sale Price","2016 June","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","219255"
"Mean Sale Price","2016 June","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","270430"
"Mean Sale Price","2016 June","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","170965"
"Mean Sale Price","2016 July","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","249725"
"Mean Sale Price","2016 July","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","235753"
"Mean Sale Price","2016 July","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","286769"
"Mean Sale Price","2016 July","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","176143"
"Mean Sale Price","2016 July","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","253015"
"Mean Sale Price","2016 July","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","235142"
"Mean Sale Price","2016 July","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","293519"
"Mean Sale Price","2016 July","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","179542"
"Mean Sale Price","2016 July","New","All","Filings","All Buyer Types","Euro","315654"
"Mean Sale Price","2016 July","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","293875"
"Mean Sale Price","2016 July","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","348712"
"Mean Sale Price","2016 July","New","All","Filings","Household Buyer - Non-Occupier","Euro","214213"
"Mean Sale Price","2016 July","New","All","Executions","All Buyer Types","Euro","325855"
"Mean Sale Price","2016 July","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","278511"
"Mean Sale Price","2016 July","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","362635"
"Mean Sale Price","2016 July","New","All","Executions","Household Buyer - Non-Occupier","Euro","320253"
"Mean Sale Price","2016 July","Existing","All","Filings","All Buyer Types","Euro","238878"
"Mean Sale Price","2016 July","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","221803"
"Mean Sale Price","2016 July","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","276165"
"Mean Sale Price","2016 July","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","173451"
"Mean Sale Price","2016 July","Existing","All","Executions","All Buyer Types","Euro","241351"
"Mean Sale Price","2016 July","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","224481"
"Mean Sale Price","2016 July","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","282746"
"Mean Sale Price","2016 July","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","168240"
"Mean Sale Price","2016 August","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","261521"
"Mean Sale Price","2016 August","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","240617"
"Mean Sale Price","2016 August","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","305835"
"Mean Sale Price","2016 August","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","184717"
"Mean Sale Price","2016 August","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","262254"
"Mean Sale Price","2016 August","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","239015"
"Mean Sale Price","2016 August","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","307803"
"Mean Sale Price","2016 August","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","183809"
"Mean Sale Price","2016 August","New","All","Filings","All Buyer Types","Euro","321861"
"Mean Sale Price","2016 August","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","283164"
"Mean Sale Price","2016 August","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","369274"
"Mean Sale Price","2016 August","New","All","Filings","Household Buyer - Non-Occupier","Euro","263048"
"Mean Sale Price","2016 August","New","All","Executions","All Buyer Types","Euro","323372"
"Mean Sale Price","2016 August","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","287628"
"Mean Sale Price","2016 August","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","367632"
"Mean Sale Price","2016 August","New","All","Executions","Household Buyer - Non-Occupier","Euro","252509"
"Mean Sale Price","2016 August","Existing","All","Filings","All Buyer Types","Euro","252225"
"Mean Sale Price","2016 August","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","231515"
"Mean Sale Price","2016 August","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","296596"
"Mean Sale Price","2016 August","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","176282"
"Mean Sale Price","2016 August","Existing","All","Executions","All Buyer Types","Euro","253393"
"Mean Sale Price","2016 August","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","229214"
"Mean Sale Price","2016 August","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","299251"
"Mean Sale Price","2016 August","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","177718"
"Mean Sale Price","2016 September","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","258936"
"Mean Sale Price","2016 September","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","232078"
"Mean Sale Price","2016 September","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","306534"
"Mean Sale Price","2016 September","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","175632"
"Mean Sale Price","2016 September","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","257258"
"Mean Sale Price","2016 September","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","236904"
"Mean Sale Price","2016 September","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","301577"
"Mean Sale Price","2016 September","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","171572"
"Mean Sale Price","2016 September","New","All","Filings","All Buyer Types","Euro","316772"
"Mean Sale Price","2016 September","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","280628"
"Mean Sale Price","2016 September","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","346062"
"Mean Sale Price","2016 September","New","All","Filings","Household Buyer - Non-Occupier","Euro","308841"
"Mean Sale Price","2016 September","New","All","Executions","All Buyer Types","Euro","317587"
"Mean Sale Price","2016 September","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","280059"
"Mean Sale Price","2016 September","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","342369"
"Mean Sale Price","2016 September","New","All","Executions","Household Buyer - Non-Occupier","Euro","326259"
"Mean Sale Price","2016 September","Existing","All","Filings","All Buyer Types","Euro","250497"
"Mean Sale Price","2016 September","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","221500"
"Mean Sale Price","2016 September","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","301096"
"Mean Sale Price","2016 September","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","164251"
"Mean Sale Price","2016 September","Existing","All","Executions","All Buyer Types","Euro","248541"
"Mean Sale Price","2016 September","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","227860"
"Mean Sale Price","2016 September","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","295852"
"Mean Sale Price","2016 September","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","159206"
"Mean Sale Price","2016 October","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","257148"
"Mean Sale Price","2016 October","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","248751"
"Mean Sale Price","2016 October","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","295151"
"Mean Sale Price","2016 October","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","177651"
"Mean Sale Price","2016 October","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","257851"
"Mean Sale Price","2016 October","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","250178"
"Mean Sale Price","2016 October","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","297602"
"Mean Sale Price","2016 October","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","172516"
"Mean Sale Price","2016 October","New","All","Filings","All Buyer Types","Euro","312655"
"Mean Sale Price","2016 October","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","279292"
"Mean Sale Price","2016 October","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","333764"
"Mean Sale Price","2016 October","New","All","Filings","Household Buyer - Non-Occupier","Euro","329666"
"Mean Sale Price","2016 October","New","All","Executions","All Buyer Types","Euro","327445"
"Mean Sale Price","2016 October","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","300144"
"Mean Sale Price","2016 October","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","362862"
"Mean Sale Price","2016 October","New","All","Executions","Household Buyer - Non-Occupier","Euro","246516"
"Mean Sale Price","2016 October","Existing","All","Filings","All Buyer Types","Euro","248723"
"Mean Sale Price","2016 October","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","241632"
"Mean Sale Price","2016 October","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","289625"
"Mean Sale Price","2016 October","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","164681"
"Mean Sale Price","2016 October","Existing","All","Executions","All Buyer Types","Euro","246837"
"Mean Sale Price","2016 October","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","239196"
"Mean Sale Price","2016 October","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","286878"
"Mean Sale Price","2016 October","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","166823"
"Mean Sale Price","2016 November","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","255801"
"Mean Sale Price","2016 November","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","241260"
"Mean Sale Price","2016 November","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","294999"
"Mean Sale Price","2016 November","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","179353"
"Mean Sale Price","2016 November","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","258935"
"Mean Sale Price","2016 November","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","239243"
"Mean Sale Price","2016 November","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","296770"
"Mean Sale Price","2016 November","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","187235"
"Mean Sale Price","2016 November","New","All","Filings","All Buyer Types","Euro","319028"
"Mean Sale Price","2016 November","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","296572"
"Mean Sale Price","2016 November","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","348410"
"Mean Sale Price","2016 November","New","All","Filings","Household Buyer - Non-Occupier","Euro","250896"
"Mean Sale Price","2016 November","New","All","Executions","All Buyer Types","Euro","325444"
"Mean Sale Price","2016 November","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","287692"
"Mean Sale Price","2016 November","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","363845"
"Mean Sale Price","2016 November","New","All","Executions","Household Buyer - Non-Occupier","Euro","286966"
"Mean Sale Price","2016 November","Existing","All","Filings","All Buyer Types","Euro","244084"
"Mean Sale Price","2016 November","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","225669"
"Mean Sale Price","2016 November","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","285020"
"Mean Sale Price","2016 November","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","173927"
"Mean Sale Price","2016 November","Existing","All","Executions","All Buyer Types","Euro","246194"
"Mean Sale Price","2016 November","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","224410"
"Mean Sale Price","2016 November","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","284684"
"Mean Sale Price","2016 November","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","178576"
"Mean Sale Price","2016 December","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","260613"
"Mean Sale Price","2016 December","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","241365"
"Mean Sale Price","2016 December","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","303664"
"Mean Sale Price","2016 December","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","173215"
"Mean Sale Price","2016 December","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","254988"
"Mean Sale Price","2016 December","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","240051"
"Mean Sale Price","2016 December","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","293746"
"Mean Sale Price","2016 December","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","183328"
"Mean Sale Price","2016 December","New","All","Filings","All Buyer Types","Euro","336257"
"Mean Sale Price","2016 December","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","297824"
"Mean Sale Price","2016 December","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","384903"
"Mean Sale Price","2016 December","New","All","Filings","Household Buyer - Non-Occupier","Euro","228876"
"Mean Sale Price","2016 December","New","All","Executions","All Buyer Types","Euro","330555"
"Mean Sale Price","2016 December","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","302864"
"Mean Sale Price","2016 December","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","373847"
"Mean Sale Price","2016 December","New","All","Executions","Household Buyer - Non-Occupier","Euro","236339"
