"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Mean Sale Price","2016 December","Existing","All","Filings","All Buyer Types","Euro","246236"
"Mean Sale Price","2016 December","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","226402"
"Mean Sale Price","2016 December","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","288114"
"Mean Sale Price","2016 December","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","167518"
"Mean Sale Price","2016 December","Existing","All","Executions","All Buyer Types","Euro","240163"
"Mean Sale Price","2016 December","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","221662"
"Mean Sale Price","2016 December","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","278203"
"Mean Sale Price","2016 December","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","177890"
"Mean Sale Price","2017 January","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","253898"
"Mean Sale Price","2017 January","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","242870"
"Mean Sale Price","2017 January","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","290745"
"Mean Sale Price","2017 January","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","188463"
"Mean Sale Price","2017 January","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","267341"
"Mean Sale Price","2017 January","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","253701"
"Mean Sale Price","2017 January","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","315385"
"Mean Sale Price","2017 January","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","175366"
"Mean Sale Price","2017 January","New","All","Filings","All Buyer Types","Euro","325810"
"Mean Sale Price","2017 January","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","298469"
"Mean Sale Price","2017 January","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","364135"
"Mean Sale Price","2017 January","New","All","Filings","Household Buyer - Non-Occupier","Euro","246727"
"Mean Sale Price","2017 January","New","All","Executions","All Buyer Types","Euro","330191"
"Mean Sale Price","2017 January","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","302622"
"Mean Sale Price","2017 January","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","368411"
"Mean Sale Price","2017 January","New","All","Executions","Household Buyer - Non-Occupier","Euro","254502"
"Mean Sale Price","2017 January","Existing","All","Filings","All Buyer Types","Euro","241742"
"Mean Sale Price","2017 January","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","228306"
"Mean Sale Price","2017 January","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","278100"
"Mean Sale Price","2017 January","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","183841"
"Mean Sale Price","2017 January","Existing","All","Executions","All Buyer Types","Euro","258379"
"Mean Sale Price","2017 January","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","242852"
"Mean Sale Price","2017 January","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","307923"
"Mean Sale Price","2017 January","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","169569"
"Mean Sale Price","2017 February","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","263999"
"Mean Sale Price","2017 February","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","242473"
"Mean Sale Price","2017 February","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","316721"
"Mean Sale Price","2017 February","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","166205"
"Mean Sale Price","2017 February","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","261639"
"Mean Sale Price","2017 February","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","241173"
"Mean Sale Price","2017 February","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","307985"
"Mean Sale Price","2017 February","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","170808"
"Mean Sale Price","2017 February","New","All","Filings","All Buyer Types","Euro","322320"
"Mean Sale Price","2017 February","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","285601"
"Mean Sale Price","2017 February","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","377172"
"Mean Sale Price","2017 February","New","All","Filings","Household Buyer - Non-Occupier","Euro","226290"
"Mean Sale Price","2017 February","New","All","Executions","All Buyer Types","Euro","327374"
"Mean Sale Price","2017 February","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","284339"
"Mean Sale Price","2017 February","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","382881"
"Mean Sale Price","2017 February","New","All","Executions","Household Buyer - Non-Occupier","Euro","214764"
"Mean Sale Price","2017 February","Existing","All","Filings","All Buyer Types","Euro","253610"
"Mean Sale Price","2017 February","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","230536"
"Mean Sale Price","2017 February","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","306646"
"Mean Sale Price","2017 February","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","160186"
"Mean Sale Price","2017 February","Existing","All","Executions","All Buyer Types","Euro","250552"
"Mean Sale Price","2017 February","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","230017"
"Mean Sale Price","2017 February","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","295728"
"Mean Sale Price","2017 February","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","167452"
"Mean Sale Price","2017 March","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","257001"
"Mean Sale Price","2017 March","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","245648"
"Mean Sale Price","2017 March","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","295957"
"Mean Sale Price","2017 March","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","177206"
"Mean Sale Price","2017 March","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","255558"
"Mean Sale Price","2017 March","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","246330"
"Mean Sale Price","2017 March","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","292505"
"Mean Sale Price","2017 March","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","175458"
"Mean Sale Price","2017 March","New","All","Filings","All Buyer Types","Euro","333982"
"Mean Sale Price","2017 March","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","297689"
"Mean Sale Price","2017 March","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","383405"
"Mean Sale Price","2017 March","New","All","Filings","Household Buyer - Non-Occupier","Euro","241241"
"Mean Sale Price","2017 March","New","All","Executions","All Buyer Types","Euro","336736"
"Mean Sale Price","2017 March","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","303828"
"Mean Sale Price","2017 March","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","377634"
"Mean Sale Price","2017 March","New","All","Executions","Household Buyer - Non-Occupier","Euro","265271"
"Mean Sale Price","2017 March","Existing","All","Filings","All Buyer Types","Euro","243971"
"Mean Sale Price","2017 March","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","231442"
"Mean Sale Price","2017 March","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","281922"
"Mean Sale Price","2017 March","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","172463"
"Mean Sale Price","2017 March","Existing","All","Executions","All Buyer Types","Euro","240071"
"Mean Sale Price","2017 March","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","227910"
"Mean Sale Price","2017 March","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","277184"
"Mean Sale Price","2017 March","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","168538"
"Mean Sale Price","2017 April","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","255143"
"Mean Sale Price","2017 April","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","255945"
"Mean Sale Price","2017 April","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","287268"
"Mean Sale Price","2017 April","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","173169"
"Mean Sale Price","2017 April","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","262074"
"Mean Sale Price","2017 April","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","260496"
"Mean Sale Price","2017 April","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","296356"
"Mean Sale Price","2017 April","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","186037"
"Mean Sale Price","2017 April","New","All","Filings","All Buyer Types","Euro","344912"
"Mean Sale Price","2017 April","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","322262"
"Mean Sale Price","2017 April","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","380383"
"Mean Sale Price","2017 April","New","All","Filings","Household Buyer - Non-Occupier","Euro","264749"
"Mean Sale Price","2017 April","New","All","Executions","All Buyer Types","Euro","341988"
"Mean Sale Price","2017 April","New","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","320516"
"Mean Sale Price","2017 April","New","All","Executions","Household Buyer - Former Owner-Occupier","Euro","378571"
"Mean Sale Price","2017 April","New","All","Executions","Household Buyer - Non-Occupier","Euro","271557"
"Mean Sale Price","2017 April","Existing","All","Filings","All Buyer Types","Euro","236191"
"Mean Sale Price","2017 April","Existing","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","230367"
"Mean Sale Price","2017 April","Existing","All","Filings","Household Buyer - Former Owner-Occupier","Euro","269653"
"Mean Sale Price","2017 April","Existing","All","Filings","Household Buyer - Non-Occupier","Euro","166590"
"Mean Sale Price","2017 April","Existing","All","Executions","All Buyer Types","Euro","244665"
"Mean Sale Price","2017 April","Existing","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","234893"
"Mean Sale Price","2017 April","Existing","All","Executions","Household Buyer - Former Owner-Occupier","Euro","280872"
"Mean Sale Price","2017 April","Existing","All","Executions","Household Buyer - Non-Occupier","Euro","179729"
"Mean Sale Price","2017 May","All Dwelling Statuses","All","Filings","All Buyer Types","Euro","262746"
"Mean Sale Price","2017 May","All Dwelling Statuses","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","261545"
"Mean Sale Price","2017 May","All Dwelling Statuses","All","Filings","Household Buyer - Former Owner-Occupier","Euro","296221"
"Mean Sale Price","2017 May","All Dwelling Statuses","All","Filings","Household Buyer - Non-Occupier","Euro","187119"
"Mean Sale Price","2017 May","All Dwelling Statuses","All","Executions","All Buyer Types","Euro","262514"
"Mean Sale Price","2017 May","All Dwelling Statuses","All","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","257913"
"Mean Sale Price","2017 May","All Dwelling Statuses","All","Executions","Household Buyer - Former Owner-Occupier","Euro","297912"
"Mean Sale Price","2017 May","All Dwelling Statuses","All","Executions","Household Buyer - Non-Occupier","Euro","186863"
"Mean Sale Price","2017 May","New","All","Filings","All Buyer Types","Euro","341058"
"Mean Sale Price","2017 May","New","All","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Euro","322345"
"Mean Sale Price","2017 May","New","All","Filings","Household Buyer - Former Owner-Occupier","Euro","374584"
"Mean Sale Price","2017 May","New","All","Filings","Household Buyer - Non-Occupier","Euro","264610"
